id,repo,prNumber,provenance,evidence,language,changedLines,sizeBucket,emptyBody,nQuestions,realMean,syntheticMean,realPctExplicit,syntheticPctExplicit,gap
grafana_grafana__102571,grafana/grafana,102571,human,none,TypeScript,433,150-499,false,3,1,2,0,100,-1
grafana_grafana__102905,grafana/grafana,102905,human,none,TypeScript,85,50-149,false,3,1,2,0,100,-1
grafana_grafana__103173,grafana/grafana,103173,human,none,Go,102,50-149,false,3,0,0.6667,0,33.3333,-0.6667
grafana_grafana__103428,grafana/grafana,103428,human,none,JSON,6048,500+,false,2,0,2,0,100,-2
grafana_grafana__103473,grafana/grafana,103473,human,none,TypeScript,41,20-49,true,3,0.6667,2,0,100,-1.3333
grafana_grafana__103518,grafana/grafana,103518,human,none,TypeScript,281,150-499,true,3,0,1,0,33.3333,-1
grafana_grafana__103739,grafana/grafana,103739,human,none,TypeScript,58,50-149,false,3,0,1,0,0,-1
grafana_grafana__104158,grafana/grafana,104158,human,none,TypeScript,136,50-149,true,3,0.3333,2,0,100,-1.6667
grafana_grafana__104252,grafana/grafana,104252,human,none,Go,854,500+,false,4,0.7500,1,0,25,-0.2500
grafana_grafana__104611,grafana/grafana,104611,human,none,TypeScript,389,150-499,false,4,0.7500,1.5000,0,50,-0.7500
grafana_grafana__104778,grafana/grafana,104778,human,none,YAML,34,20-49,false,3,0.3333,1.3333,0,33.3333,-1
grafana_grafana__104891,grafana/grafana,104891,human,none,TypeScript,51,50-149,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__105006,grafana/grafana,105006,human,none,JavaScript,605,500+,true,3,0,0.3333,0,0,-0.3333
grafana_grafana__105011,grafana/grafana,105011,human,none,YAML,30,20-49,false,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__105280,grafana/grafana,105280,human,none,YAML,28,20-49,false,4,0.2500,2,0,100,-1.7500
grafana_grafana__105383,grafana/grafana,105383,human,none,Go,108,50-149,true,3,1.3333,2,33.3333,100,-0.6667
grafana_grafana__105478,grafana/grafana,105478,human,none,YAML,152,150-499,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__105542,grafana/grafana,105542,human,none,TypeScript,206,150-499,false,3,0,1.3333,0,33.3333,-1.3333
grafana_grafana__105543,grafana/grafana,105543,human,none,Go,76,50-149,true,3,1.3333,2,33.3333,100,-0.6667
grafana_grafana__105598,grafana/grafana,105598,human,none,TypeScript,950,500+,false,3,0,1.6667,0,66.6667,-1.6667
grafana_grafana__105639,grafana/grafana,105639,human,none,TypeScript,669,500+,true,4,0.5000,1.5000,0,75,-1
grafana_grafana__105718,grafana/grafana,105718,human,none,Go,40,20-49,true,3,0,2,0,100,-2
grafana_grafana__105860,grafana/grafana,105860,human,none,TypeScript,764,500+,true,3,0.6667,2,0,100,-1.3333
grafana_grafana__106299,grafana/grafana,106299,human,none,Go,61,50-149,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__106338,grafana/grafana,106338,human,none,TypeScript,28,20-49,false,3,0.6667,1.6667,0,66.6667,-1
grafana_grafana__106365,grafana/grafana,106365,human,none,Go,37,20-49,true,3,0,1.6667,0,66.6667,-1.6667
grafana_grafana__106604,grafana/grafana,106604,human,none,TypeScript,199,150-499,false,4,0.7500,1.7500,0,75,-1
grafana_grafana__106761,grafana/grafana,106761,human,none,Go,233,150-499,false,3,0,2,0,100,-2
grafana_grafana__106846,grafana/grafana,106846,human,none,TypeScript,57,50-149,true,4,0,1.7500,0,75,-1.7500
grafana_grafana__107047,grafana/grafana,107047,human,none,Go,65,50-149,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__107193,grafana/grafana,107193,human,none,TypeScript,37,20-49,false,3,0,2,0,100,-2
grafana_grafana__107592,grafana/grafana,107592,human,none,Go,133,50-149,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__107667,grafana/grafana,107667,human,none,TypeScript,653,500+,false,3,0.6667,1.3333,0,33.3333,-0.6667
grafana_grafana__107808,grafana/grafana,107808,human,none,Go,178,150-499,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__107953,grafana/grafana,107953,human,none,TypeScript,201,150-499,false,3,1,2,0,100,-1
grafana_grafana__108090,grafana/grafana,108090,human,none,TypeScript,89,50-149,true,3,0,2,0,100,-2
grafana_grafana__108134,grafana/grafana,108134,human,none,TypeScript,1003,500+,false,4,0.2500,1,0,0,-0.7500
grafana_grafana__108144,grafana/grafana,108144,agent,agent-trailer,Shell,52,50-149,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__108186,grafana/grafana,108186,human,none,Go,39,20-49,false,3,1,2,0,100,-1
grafana_grafana__108444,grafana/grafana,108444,human,none,Go,184,150-499,false,3,1,1.3333,0,66.6667,-0.3333
grafana_grafana__108577,grafana/grafana,108577,human,none,Go,60,50-149,true,3,0.3333,2,0,100,-1.6667
grafana_grafana__108612,grafana/grafana,108612,human,none,TypeScript,1022,500+,false,3,0,1,0,0,-1
grafana_grafana__109033,grafana/grafana,109033,human,none,TypeScript,77,50-149,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__109249,grafana/grafana,109249,human,none,Go,1545,500+,true,3,0,1.3333,0,33.3333,-1.3333
grafana_grafana__109347,grafana/grafana,109347,human,none,Go,45,20-49,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__109490,grafana/grafana,109490,human,none,TypeScript,60,50-149,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__109622,grafana/grafana,109622,human,none,TypeScript,57,50-149,false,3,0.3333,1.3333,0,66.6667,-1
grafana_grafana__109883,grafana/grafana,109883,human,none,TypeScript,110,50-149,true,3,0,1,0,33.3333,-1
grafana_grafana__110226,grafana/grafana,110226,human,none,Go,63,50-149,false,3,0,0.6667,0,0,-0.6667
grafana_grafana__110299,grafana/grafana,110299,human,none,TypeScript,202,150-499,false,3,1,1.3333,33.3333,33.3333,-0.3333
grafana_grafana__110451,grafana/grafana,110451,human,none,JSON,27,20-49,true,3,0,1.3333,0,33.3333,-1.3333
grafana_grafana__110648,grafana/grafana,110648,human,none,TypeScript,324,150-499,false,3,1,1,0,0,0
grafana_grafana__110666,grafana/grafana,110666,agent,agent-trailer,TypeScript,539,500+,false,3,0.6667,1.3333,0,66.6667,-0.6667
grafana_grafana__110750,grafana/grafana,110750,human,none,Go,53,50-149,false,3,0.3333,1.3333,0,66.6667,-1
grafana_grafana__111016,grafana/grafana,111016,human,none,TypeScript,64,50-149,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__111021,grafana/grafana,111021,human,none,TypeScript,30,20-49,true,3,1,2,0,100,-1
grafana_grafana__111132,grafana/grafana,111132,human,none,Other,59,50-149,true,3,0,0.6667,0,0,-0.6667
grafana_grafana__111481,grafana/grafana,111481,human,none,Go,105,50-149,true,3,0.6667,2,0,100,-1.3333
grafana_grafana__111502,grafana/grafana,111502,human,none,TypeScript,30,20-49,false,4,0.2500,2,0,100,-1.7500
grafana_grafana__111842,grafana/grafana,111842,human,none,Go,57,50-149,false,3,0,2,0,100,-2
grafana_grafana__112027,grafana/grafana,112027,human,none,JSON,144,50-149,false,2,0,0.5000,0,0,-0.5000
grafana_grafana__112170,grafana/grafana,112170,human,none,Go,30,20-49,false,3,0,2,0,100,-2
grafana_grafana__112212,grafana/grafana,112212,human,none,Go,20,20-49,false,3,0.3333,0.3333,0,0,0
grafana_grafana__112391,grafana/grafana,112391,human,none,Go,1304,500+,false,3,1.3333,1.6667,33.3333,66.6667,-0.3333
grafana_grafana__112580,grafana/grafana,112580,human,none,JSON,36,20-49,false,3,0.6667,1.3333,0,33.3333,-0.6667
grafana_grafana__112862,grafana/grafana,112862,human,none,Go,80,50-149,false,3,1,1.6667,33.3333,66.6667,-0.6667
grafana_grafana__113216,grafana/grafana,113216,human,none,TypeScript,55,50-149,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__113254,grafana/grafana,113254,human,none,TypeScript,253,150-499,true,3,0.3333,2,0,100,-1.6667
grafana_grafana__113297,grafana/grafana,113297,agent,agent-trailer,Go,3985,500+,false,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__113442,grafana/grafana,113442,human,none,Go,21,20-49,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__113454,grafana/grafana,113454,agent,agent-trailer,Go,516,500+,false,3,1,2,33.3333,100,-1
grafana_grafana__113492,grafana/grafana,113492,human,none,Go,49,20-49,false,3,0,0.6667,0,33.3333,-0.6667
grafana_grafana__114137,grafana/grafana,114137,human,none,Go,1874,500+,true,3,0.3333,1,0,33.3333,-0.6667
grafana_grafana__114190,grafana/grafana,114190,human,none,TypeScript,359,150-499,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__114203,grafana/grafana,114203,human,none,TypeScript,471,150-499,false,3,1,1.3333,0,33.3333,-0.3333
grafana_grafana__114273,grafana/grafana,114273,human,none,Go,497,150-499,false,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__114403,grafana/grafana,114403,human,none,TypeScript,48,20-49,false,3,1,2,0,100,-1
grafana_grafana__114470,grafana/grafana,114470,human,none,Go,756,500+,false,3,0,1.6667,0,66.6667,-1.6667
grafana_grafana__114869,grafana/grafana,114869,human,none,Go,154,150-499,true,3,0,1.6667,0,66.6667,-1.6667
grafana_grafana__115329,grafana/grafana,115329,agent,agent-trailer,Go,418,150-499,false,4,2,1.2500,100,25,0.7500
grafana_grafana__115337,grafana/grafana,115337,agent,agent-trailer,Go,1710,500+,false,3,1.3333,1.3333,33.3333,33.3333,0
grafana_grafana__115382,grafana/grafana,115382,human,none,Go,156,150-499,true,4,0,1.7500,0,75,-1.7500
grafana_grafana__115471,grafana/grafana,115471,human,none,JSON,6026,500+,false,3,0,1,0,0,-1
grafana_grafana__115595,grafana/grafana,115595,human,none,TypeScript,417,150-499,true,3,0.6667,1.6667,0,66.6667,-1
grafana_grafana__115627,grafana/grafana,115627,agent,agent-trailer,Go,531,500+,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__115746,grafana/grafana,115746,human,none,Go,2405,500+,false,3,0.3333,1,0,33.3333,-0.6667
grafana_grafana__115895,grafana/grafana,115895,human,none,Go,60,50-149,false,3,0.3333,0.6667,0,33.3333,-0.3333
grafana_grafana__116050,grafana/grafana,116050,human,none,TypeScript,1412,500+,true,3,0,2,0,100,-2
grafana_grafana__116063,grafana/grafana,116063,agent,agent-trailer,Go,460,150-499,false,4,1,1.2500,25,50,-0.2500
grafana_grafana__116104,grafana/grafana,116104,human,none,YAML,90,50-149,false,3,0.6667,1.6667,0,66.6667,-1
grafana_grafana__116256,grafana/grafana,116256,human,none,TypeScript,186,150-499,true,3,0,1.3333,0,66.6667,-1.3333
grafana_grafana__116313,grafana/grafana,116313,human,none,Go,29,20-49,true,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__116542,grafana/grafana,116542,human,none,Go,35,20-49,false,3,0,2,0,100,-2
grafana_grafana__116551,grafana/grafana,116551,human,none,Go,239,150-499,true,3,0,2,0,100,-2
grafana_grafana__116555,grafana/grafana,116555,human,none,Go,180,150-499,false,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__116668,grafana/grafana,116668,human,none,Go,748,500+,false,4,1.2500,1.7500,50,75,-0.5000
grafana_grafana__116708,grafana/grafana,116708,agent,agent-trailer,TypeScript,234,150-499,false,4,1.2500,1.5000,50,50,-0.2500
grafana_grafana__116718,grafana/grafana,116718,agent,agent-trailer,Go,747,500+,false,3,1,1,33.3333,33.3333,0
grafana_grafana__116720,grafana/grafana,116720,agent,agent-trailer,Go,603,500+,false,3,1,2,0,100,-1
grafana_grafana__116862,grafana/grafana,116862,agent,agent-trailer,Go,106,50-149,false,4,1,1.2500,25,50,-0.2500
grafana_grafana__117215,grafana/grafana,117215,human,none,TypeScript,41,20-49,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__117217,grafana/grafana,117217,human,none,JSON,164,150-499,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__117320,grafana/grafana,117320,agent,agent-trailer,Go,68,50-149,false,3,1,1.3333,33.3333,33.3333,-0.3333
grafana_grafana__117483,grafana/grafana,117483,agent,agent-trailer,Go,391,150-499,false,3,2,2,100,100,0
grafana_grafana__117507,grafana/grafana,117507,human,none,TypeScript,62,50-149,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__117582,grafana/grafana,117582,human,none,Go,32,20-49,true,3,0,2,0,100,-2
grafana_grafana__117635,grafana/grafana,117635,human,none,JSON,72,50-149,false,2,0,0.5000,0,0,-0.5000
grafana_grafana__117655,grafana/grafana,117655,human,none,Go,1547,500+,true,3,0,1.3333,0,33.3333,-1.3333
grafana_grafana__117850,grafana/grafana,117850,human,none,TypeScript,319,150-499,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__117882,grafana/grafana,117882,agent,agent-trailer,TypeScript,412,150-499,false,4,1.7500,1.5000,75,50,0.2500
grafana_grafana__117889,grafana/grafana,117889,agent,agent-trailer,TypeScript,989,500+,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__117897,grafana/grafana,117897,human,none,YAML,28,20-49,false,3,0.3333,1,0,33.3333,-0.6667
grafana_grafana__118013,grafana/grafana,118013,agent,agent-trailer,Go,872,500+,false,3,0.6667,1.3333,0,66.6667,-0.6667
grafana_grafana__118017,grafana/grafana,118017,human,none,TypeScript,30,20-49,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__118080,grafana/grafana,118080,human,none,TypeScript,25,20-49,true,3,0.6667,2,0,100,-1.3333
grafana_grafana__118084,grafana/grafana,118084,human,none,TypeScript,145,50-149,false,3,1.6667,2,66.6667,100,-0.3333
grafana_grafana__118224,grafana/grafana,118224,agent,agent-trailer,Go,20,20-49,false,3,0,1,0,33.3333,-1
grafana_grafana__118231,grafana/grafana,118231,agent,agent-trailer,Go,28,20-49,false,3,0.6667,1.3333,0,66.6667,-0.6667
grafana_grafana__118283,grafana/grafana,118283,agent,agent-trailer,Go,24,20-49,false,3,1.6667,1.6667,66.6667,66.6667,0
grafana_grafana__118320,grafana/grafana,118320,agent,agent-trailer,Go,303,150-499,false,3,0.6667,1.6667,0,66.6667,-1
grafana_grafana__118371,grafana/grafana,118371,human,none,TypeScript,615,500+,true,3,0,1,0,33.3333,-1
grafana_grafana__118443,grafana/grafana,118443,agent,agent-trailer,Go,74,50-149,false,3,1.3333,1.3333,66.6667,66.6667,0
grafana_grafana__118528,grafana/grafana,118528,agent,agent-trailer,JSON,172,150-499,false,3,1.6667,0,66.6667,0,1.6667
grafana_grafana__118535,grafana/grafana,118535,agent,agent-trailer,TypeScript,611,500+,false,3,1.3333,1.6667,33.3333,66.6667,-0.3333
grafana_grafana__118559,grafana/grafana,118559,agent,agent-trailer,TypeScript,2534,500+,false,3,1.3333,1.6667,66.6667,66.6667,-0.3333
grafana_grafana__118565,grafana/grafana,118565,agent,agent-trailer,TypeScript,20,20-49,true,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__118674,grafana/grafana,118674,agent,agent-trailer,JSON,76,50-149,false,3,0.3333,1,0,33.3333,-0.6667
grafana_grafana__118676,grafana/grafana,118676,agent,agent-trailer,Go,364,150-499,false,3,1,1,33.3333,33.3333,0
grafana_grafana__118729,grafana/grafana,118729,agent,agent-trailer,TypeScript,448,150-499,false,4,1,1.7500,0,75,-0.7500
grafana_grafana__118739,grafana/grafana,118739,agent,agent-trailer,Go,58,50-149,false,3,1,2,0,100,-1
grafana_grafana__118837,grafana/grafana,118837,agent,agent-trailer,TypeScript,125,50-149,true,3,0.6667,2,0,100,-1.3333
grafana_grafana__118840,grafana/grafana,118840,agent,agent-trailer,TypeScript,65,50-149,true,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__118853,grafana/grafana,118853,human,none,TypeScript,214,150-499,true,4,0.2500,1.7500,0,75,-1.5000
grafana_grafana__118858,grafana/grafana,118858,human,none,Go,568,500+,false,4,0.7500,1.7500,0,75,-1
grafana_grafana__118941,grafana/grafana,118941,agent,agent-trailer,Go,111,50-149,false,3,1.6667,2,66.6667,100,-0.3333
grafana_grafana__118952,grafana/grafana,118952,agent,agent-trailer,TypeScript,1003,500+,false,3,1,2,0,100,-1
grafana_grafana__118982,grafana/grafana,118982,human,none,Go,156,150-499,false,4,0.5000,1.5000,0,75,-1
grafana_grafana__119088,grafana/grafana,119088,human,none,Go,728,500+,false,3,2,2,100,100,0
grafana_grafana__119097,grafana/grafana,119097,agent,agent-trailer,Go,565,500+,false,3,1.3333,1,66.6667,33.3333,0.3333
grafana_grafana__119098,grafana/grafana,119098,agent,agent-trailer,Go,214,150-499,false,3,1.6667,1.6667,66.6667,66.6667,0
grafana_grafana__119106,grafana/grafana,119106,agent,agent-trailer,TypeScript,93,50-149,false,3,1.3333,1.6667,33.3333,66.6667,-0.3333
grafana_grafana__119110,grafana/grafana,119110,agent,agent-trailer,Go,129,50-149,false,4,1.7500,1.5000,75,50,0.2500
grafana_grafana__119112,grafana/grafana,119112,agent,agent-trailer,Go,120,50-149,false,3,1.6667,1.6667,66.6667,66.6667,0
grafana_grafana__119188,grafana/grafana,119188,agent,agent-trailer,Go,978,500+,false,3,0.6667,1.3333,0,66.6667,-0.6667
grafana_grafana__119230,grafana/grafana,119230,agent,agent-trailer,Go,474,150-499,false,3,0.6667,1.6667,33.3333,66.6667,-1
grafana_grafana__119231,grafana/grafana,119231,agent,agent-trailer,Go,432,150-499,false,3,1.6667,1,66.6667,0,0.6667
grafana_grafana__119232,grafana/grafana,119232,agent,agent-trailer,Go,573,500+,false,3,1.3333,1,33.3333,0,0.3333
grafana_grafana__119277,grafana/grafana,119277,agent,agent-trailer,YAML,752,500+,false,4,1.2500,1.2500,50,50,0
grafana_grafana__119474,grafana/grafana,119474,agent,agent-trailer,TypeScript,860,500+,false,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__119518,grafana/grafana,119518,agent,agent-trailer,Go,130,50-149,false,3,1,2,33.3333,100,-1
grafana_grafana__119521,grafana/grafana,119521,agent,agent-trailer,Go,1072,500+,false,3,1.6667,1.6667,66.6667,66.6667,0
grafana_grafana__119525,grafana/grafana,119525,human,none,Go,22,20-49,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__119545,grafana/grafana,119545,human,none,TypeScript,20,20-49,true,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__119547,grafana/grafana,119547,agent,agent-trailer,Go,232,150-499,false,3,1.6667,1.6667,66.6667,66.6667,0
grafana_grafana__119616,grafana/grafana,119616,human,none,TypeScript,1618,500+,true,4,0,1.5000,0,50,-1.5000
grafana_grafana__119717,grafana/grafana,119717,agent,agent-trailer,Go,208,150-499,false,3,2,2,100,100,0
grafana_grafana__119776,grafana/grafana,119776,human,none,JSON,360,150-499,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__119840,grafana/grafana,119840,human,none,Go,372,150-499,false,3,0,1.6667,0,66.6667,-1.6667
grafana_grafana__119865,grafana/grafana,119865,agent,agent-trailer,Go,225,150-499,false,3,0.6667,1.3333,0,66.6667,-0.6667
grafana_grafana__119909,grafana/grafana,119909,agent,agent-trailer,Go,21,20-49,false,3,1.6667,1.6667,66.6667,66.6667,0
grafana_grafana__119926,grafana/grafana,119926,agent,agent-trailer,Go,89,50-149,false,3,1,1.3333,33.3333,66.6667,-0.3333
grafana_grafana__119940,grafana/grafana,119940,agent,agent-trailer,JSON,32,20-49,true,3,0,1.6667,0,66.6667,-1.6667
grafana_grafana__120051,grafana/grafana,120051,agent,agent-trailer,TypeScript,741,500+,false,4,1.5000,1,50,25,0.5000
grafana_grafana__120167,grafana/grafana,120167,agent,agent-trailer,Go,26,20-49,false,3,1.3333,2,66.6667,100,-0.6667
grafana_grafana__120418,grafana/grafana,120418,human,none,TypeScript,245,150-499,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__120564,grafana/grafana,120564,human,none,JSON,32,20-49,false,3,0.6667,1.3333,0,33.3333,-0.6667
grafana_grafana__120577,grafana/grafana,120577,agent,agent-trailer,YAML,100,50-149,false,3,1,2,0,100,-1
grafana_grafana__120643,grafana/grafana,120643,agent,agent-trailer,Go,623,500+,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__120689,grafana/grafana,120689,human,none,TypeScript,748,500+,false,4,1,1.7500,0,75,-0.7500
grafana_grafana__120731,grafana/grafana,120731,agent,agent-trailer,YAML,1839,500+,false,3,2,1.3333,100,33.3333,0.6667
grafana_grafana__120748,grafana/grafana,120748,human,none,JSON,2779,500+,true,4,0,1.2500,0,25,-1.2500
grafana_grafana__120853,grafana/grafana,120853,agent,agent-trailer,Go,123,50-149,false,3,1.6667,2,66.6667,100,-0.3333
grafana_grafana__120860,grafana/grafana,120860,human,none,Go,38,20-49,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__120917,grafana/grafana,120917,agent,agent-trailer,Go,120,50-149,false,4,1,1.2500,50,50,-0.2500
grafana_grafana__120954,grafana/grafana,120954,human,none,JSON,221,150-499,false,4,1.2500,1.7500,50,75,-0.5000
grafana_grafana__120961,grafana/grafana,120961,agent,agent-trailer,TypeScript,528,500+,false,3,2,1.3333,100,66.6667,0.6667
grafana_grafana__121002,grafana/grafana,121002,agent,agent-trailer,Go,145,50-149,false,3,2,2,100,100,0
grafana_grafana__121007,grafana/grafana,121007,agent,agent-trailer,Go,263,150-499,false,3,0,2,0,100,-2
grafana_grafana__121023,grafana/grafana,121023,agent,agent-trailer,Go,115,50-149,false,3,0.6667,1.3333,33.3333,66.6667,-0.6667
grafana_grafana__121085,grafana/grafana,121085,human,none,TypeScript,162,150-499,false,3,0.3333,1.6667,0,66.6667,-1.3333
grafana_grafana__121102,grafana/grafana,121102,human,none,TypeScript,126,50-149,true,3,0,1.3333,0,33.3333,-1.3333
grafana_grafana__121140,grafana/grafana,121140,agent,agent-trailer,Go,21,20-49,false,3,0.6667,0.6667,33.3333,0,0
grafana_grafana__121330,grafana/grafana,121330,agent,agent-trailer,TypeScript,79,50-149,false,3,0.6667,1.3333,33.3333,33.3333,-0.6667
grafana_grafana__121331,grafana/grafana,121331,agent,agent-trailer,Go,1218,500+,false,3,1.6667,1,66.6667,0,0.6667
grafana_grafana__121342,grafana/grafana,121342,human,none,TypeScript,781,500+,false,4,1.7500,1.2500,75,50,0.5000
grafana_grafana__121379,grafana/grafana,121379,human,none,Go,373,150-499,false,3,0.3333,1.3333,0,66.6667,-1
grafana_grafana__121411,grafana/grafana,121411,human,none,Go,383,150-499,false,4,0.2500,2,0,100,-1.7500
grafana_grafana__121548,grafana/grafana,121548,human,none,JSON,28,20-49,false,3,0,1.3333,0,66.6667,-1.3333
grafana_grafana__121570,grafana/grafana,121570,human,none,Go,848,500+,false,4,0.7500,1.2500,0,25,-0.5000
grafana_grafana__121575,grafana/grafana,121575,agent,agent-trailer,TypeScript,184,150-499,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__121612,grafana/grafana,121612,agent,agent-trailer,Go,33,20-49,false,3,1.6667,2,66.6667,100,-0.3333
grafana_grafana__121646,grafana/grafana,121646,agent,agent-trailer,TypeScript,1377,500+,false,4,0.2500,1.2500,0,25,-1
grafana_grafana__121776,grafana/grafana,121776,agent,agent-trailer,Go,68,50-149,false,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__121829,grafana/grafana,121829,human,none,Go,261,150-499,false,3,1.3333,1.6667,33.3333,66.6667,-0.3333
grafana_grafana__121870,grafana/grafana,121870,agent,agent-trailer,JSON,35,20-49,false,3,1.3333,1.6667,33.3333,66.6667,-0.3333
grafana_grafana__122016,grafana/grafana,122016,agent,agent-trailer,Go,43,20-49,false,3,1.3333,1,66.6667,33.3333,0.3333
grafana_grafana__122085,grafana/grafana,122085,human,none,TypeScript,1683,500+,false,3,0.3333,1.3333,0,66.6667,-1
grafana_grafana__122276,grafana/grafana,122276,human,none,TypeScript,737,500+,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__122326,grafana/grafana,122326,agent,agent-trailer,TypeScript,2718,500+,false,3,1.6667,1,66.6667,0,0.6667
grafana_grafana__122361,grafana/grafana,122361,agent,agent-trailer,JSON,108,50-149,false,3,1.3333,0.3333,66.6667,0,1
grafana_grafana__122431,grafana/grafana,122431,agent,agent-trailer,Go,500,500+,false,3,1,1.3333,33.3333,33.3333,-0.3333
grafana_grafana__122450,grafana/grafana,122450,human,none,TypeScript,125,50-149,false,3,1,2,0,100,-1
grafana_grafana__122479,grafana/grafana,122479,agent,agent-trailer,JSON,1213,500+,false,3,1,2,0,100,-1
grafana_grafana__122549,grafana/grafana,122549,agent,agent-trailer,Go,198,150-499,false,3,2,1,100,0,1
grafana_grafana__122556,grafana/grafana,122556,agent,agent-trailer,Go,49,20-49,false,3,1.6667,2,66.6667,100,-0.3333
grafana_grafana__122658,grafana/grafana,122658,agent,agent-trailer,TypeScript,46,20-49,false,3,0.6667,1.3333,0,66.6667,-0.6667
grafana_grafana__122666,grafana/grafana,122666,agent,agent-trailer,Go,124,50-149,false,4,2,1.7500,100,75,0.2500
grafana_grafana__122677,grafana/grafana,122677,agent,agent-trailer,Go,994,500+,false,4,1.7500,1.7500,75,75,0
grafana_grafana__122719,grafana/grafana,122719,agent,agent-trailer,Go,335,150-499,false,4,1.2500,1.7500,25,75,-0.5000
grafana_grafana__122797,grafana/grafana,122797,agent,agent-trailer,Go,759,500+,false,4,0.7500,1.5000,25,50,-0.7500
grafana_grafana__122826,grafana/grafana,122826,agent,agent-trailer,TypeScript,464,150-499,false,3,2,1,100,0,1
grafana_grafana__122873,grafana/grafana,122873,agent,agent-trailer,Go,178,150-499,false,3,2,1.3333,100,33.3333,0.6667
grafana_grafana__123047,grafana/grafana,123047,human,none,Go,272,150-499,false,3,0.6667,2,0,100,-1.3333
grafana_grafana__123076,grafana/grafana,123076,agent,agent-trailer,Go,207,150-499,false,3,2,2,100,100,0
grafana_grafana__123166,grafana/grafana,123166,agent,agent-trailer,Go,205,150-499,false,3,1,1.6667,0,66.6667,-0.6667
grafana_grafana__123173,grafana/grafana,123173,agent,agent-trailer,Go,802,500+,false,4,0.7500,2,0,100,-1.2500
grafana_grafana__123197,grafana/grafana,123197,agent,agent-trailer,Go,671,500+,false,3,1.6667,1.6667,66.6667,66.6667,0
grafana_grafana__123256,grafana/grafana,123256,human,none,TypeScript,190,150-499,false,4,0.5000,1.5000,0,50,-1
grafana_grafana__123336,grafana/grafana,123336,agent,agent-trailer,Go,33,20-49,false,3,2,0.6667,100,0,1.3333
grafana_grafana__123362,grafana/grafana,123362,agent,agent-trailer,Go,29,20-49,false,3,1,1.3333,33.3333,33.3333,-0.3333
grafana_grafana__123373,grafana/grafana,123373,agent,agent-trailer,Go,20,20-49,false,3,1.6667,2,66.6667,100,-0.3333
grafana_grafana__123425,grafana/grafana,123425,agent,agent-trailer,Go,86,50-149,false,4,2,1.7500,100,75,0.2500
grafana_grafana__123430,grafana/grafana,123430,agent,agent-trailer,Go,289,150-499,false,3,0.6667,1.3333,33.3333,33.3333,-0.6667
grafana_grafana__123457,grafana/grafana,123457,agent,agent-trailer,Go,283,150-499,false,3,0.3333,2,0,100,-1.6667
grafana_grafana__123492,grafana/grafana,123492,agent,agent-trailer,TypeScript,51,50-149,false,3,2,1.6667,100,66.6667,0.3333
grafana_grafana__123497,grafana/grafana,123497,agent,agent-trailer,Go,181,150-499,false,3,1.3333,2,66.6667,100,-0.6667
grafana_grafana__123498,grafana/grafana,123498,agent,agent-trailer,Go,572,500+,false,3,1,1.6667,33.3333,66.6667,-0.6667
grafana_grafana__123555,grafana/grafana,123555,human,none,Go,78,50-149,false,3,0.6667,1,0,0,-0.3333
grafana_grafana__123568,grafana/grafana,123568,agent,agent-trailer,TypeScript,1074,500+,false,3,0,1.3333,0,33.3333,-1.3333
