repo,source,area,lines_changed,coverage,ci_lo,ci_hi,ci_half_width,commits_scored,questions,questions_explicit,active_recently,corpus_percentile,grey_reason,usable
calcom/cal.com,sweep,apps/web/components,23502,0.1346153846153846,0.06676796994292626,0.2527357692049491,0.09298389963101142,15,52,7,true,38.39662447257383,,true
calcom/cal.com,sweep,apps/web/pages,21133,0.3018867924528302,0.19518140287607166,0.43537086869967556,0.12009473291180195,15,53,16,false,42.616033755274266,,true
calcom/cal.com,sweep,packages/ui,21075,0.12,0.05617523710624646,0.23805078886623582,0.09093777587999469,15,50,6,false,38.39662447257383,,true
calcom/cal.com,sweep,packages/features/booking-audit,20590,0.47058823529411764,0.34052771426416406,0.6047692865527341,0.13212078614428502,15,51,24,false,59.07172995780591,,true
calcom/cal.com,sweep,packages/features/eventtypes,20409,0.09803921568627451,0.04260744495307697,0.2097848995445307,0.08358872729572686,15,51,5,true,38.39662447257383,,true
calcom/cal.com,sweep,apps/web/lib,17909,0.23404255319148937,0.13603136423924592,0.3722453225684077,0.11810697916458089,15,47,11,false,38.39662447257383,,true
calcom/cal.com,sweep,packages/features/data-table,16129,0.08771929824561403,0.038051110766638294,0.18945112454604246,0.07570000688970208,15,57,5,false,38.39662447257383,,true
denoland/deno,sweep,cli/tsc,236968,0.375,0.2521507240406812,0.5163749387475043,0.13211210735341156,15,48,18,true,59.07172995780591,,true
denoland/deno,sweep,tests/wpt,224326,0.4782608695652174,0.34124459875672114,0.6186282785184867,0.13869183988088277,14,46,22,true,59.07172995780591,,true
denoland/deno,sweep,libs,193662,0.44,0.3116198721023534,0.5769421319985648,0.1326611299481057,15,50,22,true,59.07172995780591,,true
denoland/deno,sweep,ext/node/polyfills,172867,0.3541666666666667,0.23433457112685735,0.4956120354593591,0.13063873216625088,15,48,17,true,59.07172995780591,,true
denoland/deno,sweep,cli/tools,107944,0.5416666666666666,0.4029083309494732,0.6742497814544648,0.1356707252524958,15,48,26,true,63.71308016877637,,true
denoland/deno,sweep,ext/node/ops,98788,0.4166666666666667,0.28849459734577015,0.5571891778463536,0.1343472902502917,15,48,20,true,59.07172995780591,,true
denoland/deno,sweep,tests/specs,68469,0.4117647058823529,0.28754192992486893,0.5483490725258254,0.13040357130047825,15,51,21,true,59.07172995780591,,true
denoland/deno,sweep,cli/lsp,56918,0.4423076923076923,0.31594847188588093,0.5766047500848361,0.1303281390994776,15,52,23,true,59.07172995780591,,true
denoland/deno,sweep,runtime,54470,0.4166666666666667,0.28849459734577015,0.5571891778463536,0.1343472902502917,15,48,20,true,59.07172995780591,,true
denoland/deno,sweep,tests/integration,40720,0.5098039215686274,0.37680695448409596,0.641427378576938,0.13231021204642102,15,51,26,true,63.71308016877637,,true
denoland/deno,sweep,cli,40493,0.4,0.27024679447957545,0.5454840579085527,0.13761863171448863,15,45,18,true,59.07172995780591,,true
denoland/deno,sweep,.github,38168,0.16326530612244897,0.08512596988208977,0.29036606669515236,0.1026200484065313,15,49,8,true,38.39662447257383,,true
denoland/deno,sweep,ext/web,37152,0.3125,0.19945512167731494,0.4533333725049633,0.12693912541382418,15,48,15,true,42.616033755274266,,true
denoland/deno,sweep,ext/crypto,33769,0.16666666666666666,0.08695410039453222,0.29578100037396254,0.10441344998971516,15,48,8,true,38.39662447257383,,true
denoland/deno,sweep,tests/node_compat,31551,0.3829787234042553,0.2579048266351308,0.5257369155602367,0.13391604446255295,15,47,18,true,59.07172995780591,,true
denoland/deno,sweep,tests/unit,30157,0.5531914893617021,0.41245213738758246,0.685892525250887,0.13672019393165225,15,47,26,true,63.71308016877637,,true
denoland/deno,sweep,tests/unit_node,29995,0.44,0.3116198721023534,0.5769421319985648,0.1326611299481057,15,50,22,true,59.07172995780591,,true
denoland/deno,sweep,cli/args,28623,0.4782608695652174,0.34124459875672114,0.6186282785184867,0.13869183988088277,15,46,22,true,59.07172995780591,,true
denoland/deno,sweep,ext/webgpu,26739,0.16326530612244897,0.08512596988208977,0.29036606669515236,0.1026200484065313,15,49,8,true,38.39662447257383,,true
denoland/deno,sweep,tests/registry,24368,0.5102040816326531,0.37467331533409215,0.6442511684059913,0.13478892653594957,15,49,25,true,63.71308016877637,,true
directus/directus,sweep,app,197094,0.1590909090909091,0.07926576557718398,0.29366490563782555,0.10719957003032078,15,44,7,true,38.39662447257383,,true
directus/directus,sweep,api,162217,0.37209302325581395,0.2437613889377433,0.5214046173472684,0.13882161420476255,15,43,16,true,59.07172995780591,,true
directus/directus,sweep,tests/e2e,27817,0.44,0.3116198721023534,0.5769421319985648,0.1326611299481057,15,50,22,true,59.07172995780591,,true
directus/directus,sweep,packages,18580,0.05,0.013820377146101098,0.165041708179252,0.07561066551657546,12,40,2,false,38.39662447257383,,true
directus/directus,sweep,tests/blackbox,18216,0.20408163265306123,0.11481727042813811,0.33637270110943834,0.11077771534065012,15,49,10,true,38.39662447257383,,true
directus/directus,sweep,.changeset,14153,0.2391304347826087,0.13912036561131397,0.37935416169118025,0.12011689803993314,15,46,11,true,38.39662447257383,,true
directus/directus,sweep,(root),6475,0.32558139534883723,0.2049311518177982,0.47484067493449045,0.13495476155834613,15,43,14,true,42.616033755274266,,true
directus/directus,sweep,packages/composables,6431,0.11627906976744186,0.050703529948620846,0.24479448890641395,0.09704547947889655,15,43,5,true,38.39662447257383,,true
directus/directus,sweep,sdk,5108,0.1956521739130435,0.10650490444121799,0.331715377411692,0.112605236485237,15,46,9,true,38.39662447257383,,true
directus/directus,sweep,packages/utils,5098,0.08695652173913043,0.03433531187670748,0.20324935635224178,0.08445702223776716,15,46,4,true,38.39662447257383,,true
directus/directus,sweep,.github,3823,0.19148936170212766,0.10415815605310119,0.325442800643777,0.11064232229533791,15,47,9,true,38.39662447257383,,true
directus/directus,sweep,packages/types,2996,0.06382978723404255,0.0219449870207728,0.17162877934377904,0.07484189616150312,15,47,3,true,38.39662447257383,,true
directus/directus,sweep,packages/schema-builder,2865,0.024390243902439025,0.00431842027071648,0.12595347011678087,0.0608175249230322,15,41,1,true,38.39662447257383,,true
directus/directus,sweep,packages/system-data,2078,0.2222222222222222,0.12544551866005632,0.3626957379736329,0.1186251096567883,15,45,10,true,38.39662447257383,,true
directus/directus,sweep,packages/extensions-sdk,2019,0.044444444444444446,0.012273869040444335,0.14827779183880616,0.06800196139918091,15,45,2,true,38.39662447257383,,true
directus/directus,sweep,packages/specs,1358,0.3111111111111111,0.19528525463541907,0.4566507998754897,0.1306827726200353,15,45,14,true,42.616033755274266,,true
directus/directus,sweep,packages/schema,1259,0.15217391304347827,0.07572186234017478,0.28224417406315094,0.10326115586148808,15,46,7,true,38.39662447257383,,true
directus/directus,sweep,packages/extensions-registry,1095,0.046511627906976744,0.012848990317319689,0.15455775923863058,0.07085438446065545,15,43,2,true,38.39662447257383,,true
directus/directus,sweep,packages/errors,855,0.08333333333333333,0.03288322434995555,0.19553565161066291,0.08132621363035368,15,48,4,true,38.39662447257383,,true
directus/directus,sweep,packages/memory,842,0.022222222222222223,0.003933497522757505,0.11566946388718813,0.05586798318221531,15,45,1,true,38.39662447257383,,true
grafana/grafana,sweep,public/locales,1002301,0.26,0.15871379651367384,0.3955342198899992,0.11841021168816268,15,50,13,true,42.616033755274266,,true
grafana/grafana,sweep,apps,886176,0.2857142857142857,0.1784943493972417,0.4240914920610033,0.12279857133188078,15,49,14,true,42.616033755274266,,true
grafana/grafana,sweep,pkg/services,579741,0.3673469387755102,0.24664982524781226,0.5073318861311014,0.13034103044164455,15,49,18,true,59.07172995780591,,true
grafana/grafana,sweep,packages,567847,0.13725490196078433,0.06811015331542726,0.25721952342631627,0.09455468505544451,15,51,7,true,38.39662447257383,,true
grafana/grafana,sweep,pkg/registry,440101,0.3469387755102041,0.2292420960931444,0.4868906478056021,0.12882427585622885,15,49,17,true,59.07172995780591,,true
grafana/grafana,sweep,pkg/tests,380204,0.29411764705882354,0.1870856524031203,0.42999335331516647,0.12145385045602308,15,51,15,true,42.616033755274266,,true
grafana/grafana,sweep,public/app/plugins,304092,0.36,0.24138562967182875,0.49859237989698046,0.12860337511257586,15,50,18,true,59.07172995780591,,true
grafana/grafana,sweep,pkg/storage,282190,0.36,0.24138562967182875,0.49859237989698046,0.12860337511257586,15,50,18,true,59.07172995780591,,true
grafana/grafana,sweep,public/app/features/dashboard-scene,275771,0.24489795918367346,0.14602203389475285,0.38086587260315785,0.1174219193542025,15,49,12,true,38.39662447257383,,true
grafana/grafana,sweep,public/app/features/alerting,207485,0.2857142857142857,0.1784943493972417,0.4240914920610033,0.12279857133188078,15,49,14,true,42.616033755274266,,true
grafana/grafana,sweep,pkg/tsdb,185223,0.2391304347826087,0.13912036561131397,0.37935416169118025,0.12011689803993314,15,46,11,true,38.39662447257383,,true
grafana/grafana,sweep,docs,170983,0.2127659574468085,0.11989580124247315,0.34904302050979275,0.1145736096336598,15,47,10,true,38.39662447257383,,true
grafana/grafana,sweep,public/app/features,168132,0.4782608695652174,0.34124459875672114,0.6186282785184867,0.13869183988088277,15,46,22,true,59.07172995780591,,true
grafana/grafana,sweep,(root),134273,0.14285714285714285,0.07096333720544586,0.2666797318916292,0.09785819734309167,15,49,7,true,38.39662447257383,,true
grafana/grafana,sweep,devenv,121402,0.2653061224489796,0.1621113124514944,0.4026255615265835,0.12025712453754456,15,49,13,true,42.616033755274266,,true
grafana/grafana,sweep,public/app/features/provisioning,83868,0.4666666666666667,0.3293490394201473,0.6092279113758954,0.13993943597787403,15,45,21,true,59.07172995780591,,true
grafana/grafana,sweep,e2e-playwright,76659,0.44,0.3116198721023534,0.5769421319985648,0.1326611299481057,15,50,22,true,59.07172995780591,,true
